id,org,dept,name,description,Economy,economy_coded
1969,Marathon,District Attorney,Pre-Charge Diversion,Review all referred cases for appropriateness of the diversion program. Provide Case Manage to all in-county and out-of-county defendants not referred to the non-profit case management agency. Manage referrals to the program and monitor compliance to all conditions of the agreement.  Oversight of service providers to ensure program integrity. Keep all data sheets up-to-date and regularly analyze data to monitor program measures.,0,0
1972,Marathon,District Attorney,DA Review,"Review pardons, Citizen John Doe Reviews, Ping Warrants, and other DA only requests.",0,0
1973,Marathon,District Attorney,Prelim Testifier,Read all complaints for Time-Limit Preserved Preliminary Hearings and testify in court.,0,0
1975,Marathon,District Attorney,Probation Review Hearings,Attend DV post-conviction hearings to ensure compliance with court order.,0,0
1979,Marathon,District Attorney,Restitution,"Determine restitution amount to be ordered by the court, obtaining any relevant documents, and communicating with victim. Create restitution orders to be signed by the judge for all probation cases. Receipt and track restitution payments, as well as restitution surcharge, to determine if restitution is paid in full; payout restitution to the victim. Generate civil judgments for restitution.",0,0
1982,Marathon,District Attorney,Scanning Files,Scan in all old paper files and attach documents to Protect so files can be accessed electronically.,0,0
1988,Marathon,District Attorney,Truancy Court,Attend Truancy Court twice a week.,0,0
2008,Marathon,Social Services,Community Support Specialist-Comprehensive Community Support Program,1.0 FTE provides intensive skill building with high needs youth with the goal to maintain community living.,0,0
2010,Marathon,Social Services,Family First Prevention Services Act,Grant dollars targeted for in-home and community services to comply with FFPSA legislation.  Services focus on prevention of out of home care and reducing out of home care days.,0,0
2038,Marathon,District Attorney,SVU Prosecution,"Prosecute Significant Victim Criminal Cases (i.e. sexual assault, domestic, homicide). Review all incoming law enforcement reports for charging decision of charging, not charging, refer back to agency for more information, or refer to diversion. Compile reports, support issued charges with probable cause, review with an officer, and file with the court. Argue bail/bond conditions at Initial Appearance.  Prepare for and attend Preliminary Hearings. Negotiate charged cases and appear on behalf of the State at plea and sentencing hearings. Write briefs as requested by the court. File and respond to motions from defense attorneys in order to effectively prosecute charged cases.  Handle post-conviction motions for new trials, ineffective assistance, and misdemeanor appeals. Prepare for and conduct criminal jury trials; Preparation of Exhibits, trial binders, etc.  Legal Assistants provide all needed prosecutor support",0,0
2039,Marathon,Social Services,Family Support Specialist-Parent Educator,1.0 FTE staff provides evidence based curriculum support to children and youth and their families to avoid out of home placement or re-entry into care.,0,0
2040,Marathon,District Attorney,Fofeiture Prosecution,"Prosecute forfeitures (ordinance violations) on behalf of Marathon County.  Initial appearances, pretrial conferences, and court trials.",0,0
2042,Marathon,District Attorney,Juvenile Prosecution,"Prosecutors review referrals from law enforcement/Social Services and make decisions according to statutory timelines, draft Petitions, comply with Discovery Demands, comply with constitutional and statutory Victim�s Rights, negotiate resolutions, and attend court hearings, including plea hearings, plea/dispositional hearings, pretrial conferences, fact findings, and other juvenile hearings held daily at 3:30pm and at other times throughout the week.",0,0
2045,Marathon,District Attorney,Pre-Charge Conferencing Program,"Prosecutors, working with the Diversion Coordinator, offer pre-charging options for more serious offenses committed by mostly low-risk, first-time offenders.  Pre-charge conferencing includes a settlement proposal tailored to the offender's specific situation prior to filing criminal charges in an effort to settle the matter quickly.",0,0
2047,Marathon,Facilities and Capital Management,Grounds Maintenance,"FTEs , Lawn care, Snow removal, Salt supplies, Landscape supplies, Equipment repair,",0,0
2064,Marathon,Non-Departmental,Court Mediation Services,,0,0
2065,Marathon,Clerk of Courts,Court Clerk,"Take minutes of court proceedings, administer oaths, prepare court notices, prepare court orders for judge's signature, process exhibits.",0,0
1419,Meridian,City Clerk,City Elections,"Accept Candidate filings for Municipal Elections. Ensure compliance with state election filing. laws. Publish and post Notice of Election. File candidates, submit documents to County Clerk and maintain election file and documentation. Research changing laws and regulations regarding Election requirements. Develop procedures accordingly.",0,0
1435,Meridian,City Clerk,Passports,"Acceptance Facility for the US Department of State. Accept applications, review applications, send application to State Dept. Avg. 12 appointments per day.",0,0
1519,Meridian,Finance,Purchase Order Processing,"Once departments have prepared a requisition,  Purchasing reviews and verifies the request is within the departments budget, following any required solicitation, Purchasing then creates the purchase order. ",0,0
1525,Meridian,Finance,Citywide Fee Management,Review new/ existing fees before resolution and adoption and manage Fee updates and the annual calendar,0,0
1667,Meridian,Parks and Rec,Volunteer Support,"Volunteers at city hall front desk, park ambassadors program, group service projects, and community event volunteers",0,0
1809,Meridian,Public Works,Utility Line Locates,"Management and regulatory requirement activities to include: line locating for all City owned underground water, sewer, streetlight and fiber infrastructure.",0,0
1813,Meridian,Public Works,Laboratory Services (WasteWater),"Sampling and analysis of wastewater process control samples, treatment compliance samples, receiving water samples, and reclaimed water samples.  Documentation, quality control / quality assurance, and reporting of data.",0,0
1815,Meridian,Public Works,SCADA Management,"Serves Department SCADA and instrumentation needs including system standards, maintenance, calibration, reporting, troubleshooting, repair, and security.  Coordinates on-call services and assists with Capital project integration.  Includes internal and external SCADA and instrumentation resources.",0,0
1825,Meridian,Fire,Meridian Rural Fire Protection District Support,"Provide Fire/EMS services, admin support, inspections, etc.  to MRFPD through MOU.",0,0
1833,Meridian,Fire,Dispatch Operations,"Dispatch services for the Meridian Fire Department is done through the Ada County Dispatch center PSAP (Public Safety Answer Point). A PSAP is required in every County in the State of Idaho. Through a contract for service, renewed annually by City Council, the Fire Department relies on this agreement to receive 911 calls for service within the City of Meridian. 
Also included in this is required attendance/participation by MFD personnel on dispatch user groups that provide oversight and input into the effectiveness of dispatch operations and training.",0,0
1847,Meridian,Fire,Operational Readiness,"Ensuring the proper tools and equipment required for emergency response are maintained and replaced when needed. This program includes: Emergency Response equipment maintenance and repair, Fleet Maintenance and repair of emergency response apparatus, PPE (Personal Protective Equipment) and SCBA (Self Contained Breathing Apparatus) maintenance and repair, Also included is the management of Fire Station maintenance and repair in coordination with the City of Meridian building services division when applicable. 
Failure to maintain required equipment for emergency response (operational readiness) results in the inability to respond to 911 calls for service.",0,0
1856,Meridian,Fire,Fire Investigation,Provide cause and origin determination an all fires with in our jurisdiction.,0,0
1858,Meridian,Fire,Home Safety/Smoke/Carbon Monoxide Alarm Program,Smoke detectors and carbon monoxide alarms are made available to all in need as well as pro-actively placing them in homes that are without when we find the need on non-fire related calls. Home  Safety Inspections and education are offered on all home visits.,0,0
1860,Meridian,Fire,Juvenile Fire Setter Program,Counsel and educate target juveniles and their families regarding fire setting behavior and identify and refer those that need a higher level of counseling.,0,0
1861,Meridian,Fire,Fire Prevention Month Program,"Design and Deliver strategic fire prevention campaigns designed to incorporate national theme, meet department goals & objectives, and to reduce community risk.",0,0
1862,Meridian,Fire,Car Seat Program,Provides child passenger seat education to community members,0,0
1863,Meridian,Fire,Heartsafe Meridian CPR Program,"Certification CPR classes to the City of Meridian and Hands-Only CPR classes to the community, to also include AED program",0,0
1876,Meridian,Fire,Emergency Response,"Provide Emergency Response to fires, medical calls, rescue, wildland, and other 911 calls for service as outlined in City Ordinance 836 adopted in August of 1999. 

Responses to fires in structures requires the initial dispatch of 1 Battalion Chief (Incident Command), 3 Fire Engines, and 1 Ladder Truck to perform the tasks of: Command, Fire attack, Water supply, Search for victims, Ventilation, Secure utilities to prevent injuries to firefighters. Also included is a Safety Officer response to ensure safe operations on all sides of the structure. Additional resources are added based on: size of fire, environmental concerns (heat, cold, wind), or time needed to extinguish the fire (work cycles for firefighters).
Medical response is at the Emergency Medical Technician (EMT) level as the basic response. Paramedic response is identified in a separate program. EMT licensure (every 3 years) and continuing education requirements are State of Idaho mandated.",0,0
2034,Meridian,Police,K9 Police Unit Program,The K9 Unit is currently comprised of five (5) officer/canine teams with four of the teams being dual-purpose (drug detection & criminal apprehension) and one being single-purpose (drug dection only).,0,0
2036,Meridian,Police,PSTC Facility,"Manage the budget, maintainence and scheduling of the PSTC.",0,0
2039,Meridian,Police,Crime Analysis and NIBRS,"Analytical Services -  is responsible for Crime Analysis and FBI National Incident Based Reporting System (NIBRS) Program.  Crime Analysis a set of systematic, analytical processes directed at providing timely and pertinent information relative to crime patterns and trend correlations. Information assists operational and administrative personnel in planning the deployment of resources, aiding investigative processes, and increasing apprehensions and clearance of cases. The FBI NIBRS Program is a nationwide statistical effort mandating law enforcement agencies (LES) to code and report data on offenses, arrests, LEOKA, and case clearances and trend correlations. This information assists operational and administrative personnel in planning the deployment of resources for the prevention and suppression of criminal activities, aiding the investigative process, and increasing apprehensions and the clearance of cases.",0,0
2041,Meridian,Police,Internal Affairs,Investigate internal employee complaints and conduct.,0,0
2043,Meridian,Police,Property & Evidence,"The Property and Evidence section maintains and secures all evidence, found property, safekeeping property for court presentation or until the property can be returned to the rightful owner or legally destroyed.",0,0
2048,Meridian,Police,Prosecution Services,Contract with City of Boise to provide both misdemeanor prosecution services to the police department and legal advise and training.,0,0
2049,Meridian,Police,Idaho Humane Society Service,Manage the contract with HIS for handlingall animals at large calls and barking dogs etc.,0,0
2284,Meridian,Police,Victim Witness Services,Provide assistance and resources to victim's of crimes,0,0
2360,Meridian,Community Development,Addressing,"Assign and manage the addressing of all parcels within the city. Maintain accuracy of GIS Address Point in MEAD. Provide address verification on all commercial projects, and perform on-sire verifications.",0,0
2362,Meridian,Community Development,Administer Street Naming Ordinance provisions,"Responsible for application of and adherence to the Meridian City Street Name and Addressing Ordinance,  generally accepted standard addressing guidelines and NENA standards.",0,0
2365,Meridian,Community Development,Contributed Capital Management,Process all final sewer and water construction cost and logs contributed capital with the Finance Department.,0,0
2373,Meridian,Mayors Office,Mayor's Senior Advisory Board,"Administration of program, meetings, and realted activities",0,0
2390,Meridian,Mayors Office,Proclamations,"Responding to requests, drafting and memorandum preparation, and scheduling reading/delivery",0,0
2451,Meridian,Public Works,Cross Connection/ Backflow (Water),"Operational management, maintenance, repair and replacement activities for backflow prevention including: plan review, survey inspections, testing compliance, data base management, customer service, and testing.",0,0
2459,Meridian,Community Development,Commercial Structural Inspection,Perform commercial structural inspections (Includes QA/QC being done by Inspection Supervisor).,0,0
684,"Pittsburgh, PA",MAYOR'S OFFICE,Meritorious Service Awards and Citizen Commendations,"Key to the City, gifts for visitors, gifts to take while visiting Sister Cities, awards to city employees and citizens, proclamations, and letters of commendation.",0,0
685,"Pittsburgh, PA",MAYOR'S OFFICE,Ceremonial Events,"Ceremonial events held by various divisions in the city, including groundbreakings, ribbon cuttings, proclamation ceremonies, Sophie Masloff Employee of the Month ceremonies, and promotion ceremonies for public safety officers.",0,0
754,"Pittsburgh, PA",PARKS AND RECREATION,Citiparks Aquatics,"Citiparks aquatics programs include seasonal outdoor swim across 18 pool facilities, indoor swim at the Oliver Bath House, oversight of city spray parks and running aquatics related programming including: city swim teams, learn to swim program, adult water aerobics and swim lessons, events like the water carnivals and more.",0,0
762,"Pittsburgh, PA",PARKS AND RECREATION,Citisports,"Citisports programing includes the management and implementation of the following citywide youth related sports leagues: Youth baseball & Softball, indoor soccer, youth basketball, volleyball, and any additional youth sports related activities or programs that may be developed during the year.",0,0
779,"Pittsburgh, PA",PARKS AND RECREATION,Recreation Center Programming and warehouse materials and restock.,"Recreation Center programing includes all of the basic operations of our 10 recreational facilities. This includes  the following activities related to the day to day operations of city recreation centers: Daily upkeep of center facilities, membership maintenance, on site programing for adults, youth and families, open gym, weight room, holiday events, community partnerships and the rental of the facility for community events and meetings.",0,0
785,"Pittsburgh, PA",PARKS AND RECREATION,Professional Services - contracted program and activity professionals,"Contracted professionals to deliver and/or assist with the delivery of instructional offerings, courses, camps, programs or activities.",0,0
791,"Pittsburgh, PA",PARKS AND RECREATION,Facility Maintenance (Indoor Facilitieis/Amenities),"General building and equipment repair at indoor facilities. Work includes: electrical, plumbing, carpentry, painting, drywall, etc.",0,0
792,"Pittsburgh, PA",PARKS AND RECREATION,Facility Maintenance (Outdoor Facilities/Amenities),"General repair of outdoor facilities/amenities such as benches, fencing, picnic shelters, splash pads, signs, painting, playground equipment, etc.",0,0
800,"Pittsburgh, PA",PARKS AND RECREATION,Park/Open space projects,Oversight of park projects funded and supported by P&R general funds.,0,0
826,"Pittsburgh, PA",BUREAU OF FIRE,Fire Prevention,Fire inspections and fire safety training for businesses  daycares  homecare facilities  and adult and senior care facilities  fireworks  hospitals  schools  and special events,0,0
827,"Pittsburgh, PA",BUREAU OF FIRE,Fire Response Program,Suppress and extinguish fires to protect lives and to prevent the destruction of property  On scene incident management,0,0
839,"Pittsburgh, PA",BUREAU OF FIRE,Administrative Support,Performs all functions for the daily operation of the Fire Bureau.  This also includes clerical operations and support of administrative staff.,0,0
840,"Pittsburgh, PA",BUREAU OF FIRE,Arson Program,"Training, Equipment and Supplies for the Fire Depart Arson Program",0,0
844,"Pittsburgh, PA",BUREAU OF FIRE,Fire Training,Division provides training to all personnel and trains new personnel(recruits),0,0
1004,"Pittsburgh, PA",PW - BUREAU OF OPERATIONS,Heavy Equipment Division,Repair and maintenance of specialized equipment,0,0
1117,"Pittsburgh, PA",BUREAU OF EMERGENCY MEDICAL SERVICES,Emergency Response Exercises,Develop and conduct full scale  functional and table top emergency response exercises to test emergency operations plan,0,0
1118,"Pittsburgh, PA",BUREAU OF EMERGENCY MEDICAL SERVICES,Emergency Vehicle Management,Maintain emergency medical vehicles,0,0
1125,"Pittsburgh, PA",BUREAU OF EMERGENCY MEDICAL SERVICES,Ambulance Billing,Ensures accuracy of patient care reports for billing purposes and submits billing to various entities for payment,0,0
1130,"Pittsburgh, PA",BUREAU OF EMERGENCY MEDICAL SERVICES,Emergency Vehicle Operation Training,Staff training on how to operate emergency vehicles,0,0
1153,"Pittsburgh, PA",BUREAU OF ANIMAL CARE AND CONTROL,"Animal Detention, Care, and Euthanasia Services",Housing  care and maintenance of all impounded animals,0,0
1271,"Pittsburgh, PA",PW - BUREAU OF ENVIRONMENTAL SERVICES,Tire Disposal Collection,Contractor  charges for tire disposals.,0,0
1273,"Pittsburgh, PA",PW - BUREAU OF ENVIRONMENTAL SERVICES,Litter & Illegal Dumpsite Removal,Roadside litter and open space dumpsite removals,0,0
1275,"Pittsburgh, PA",PW - BUREAU OF ENVIRONMENTAL SERVICES,Solid Waste Refuse Collection,Remove trash and various debris to facilitate safe travel and aesthetics within public rights of way,0,0
1276,"Pittsburgh, PA",PW - BUREAU OF ENVIRONMENTAL SERVICES,Green Waste Collection,Provide green waste management services to residential customers. I.E. leaf composting.,0,0
1277,"Pittsburgh, PA",PW - BUREAU OF ENVIRONMENTAL SERVICES,Rolloff Boxes and Compactor services.,Deliver pick up and empty dumpsters and trash compactors.,0,0
1278,"Pittsburgh, PA",PW - BUREAU OF ENVIRONMENTAL SERVICES,Recycling Collection,Collect recyclables from residential customers.,0,0
1358,"Pittsburgh, PA",PUBLIC SAFETY ADMINISTRATION,Public Safety Zone Councils,Community volunteer-driven public safety outreach program to promote information sharing and neighborhood relations.,0,0
1359,"Pittsburgh, PA",PUBLIC SAFETY ADMINISTRATION,Office of Special Events,"Organization and administration of various City-run recreational opportunities, such as Cinema in the Park. Permitting for various events by non-City organizers such as the Pittsburgh Marathon. May offer event support in other areas, such reimbursement for event infrastructure through the Community Festival Grant program.",0,0
1360,"Pittsburgh, PA",BUREAU OF ANIMAL CARE AND CONTROL,Spay & Neuter Program,Partner with neighborhood shelters to provide low-cost spay and neuter operations for City residents.,0,0
1362,"Pittsburgh, PA",BUREAU OF EMERGENCY MEDICAL SERVICES,ECHO units,Pandemic-specific response teams.,0,0
1363,"Pittsburgh, PA",BUREAU OF EMERGENCY MEDICAL SERVICES,Community Outreach Program and Education,Community health and safety training such as CPR and health screenings.,0,0
1365,"Pittsburgh, PA",BUREAU OF EMERGENCY MEDICAL SERVICES,TEMS unit,Medics embedded with police SWAT,0,0
1366,"Pittsburgh, PA",BUREAU OF EMERGENCY MEDICAL SERVICES,Car seat program,Community education regarding car seat usage,0,0
1367,"Pittsburgh, PA",BUREAU OF EMERGENCY MEDICAL SERVICES,Motorcycle unit,Motorcycle-based medic unit,0,0
1368,"Pittsburgh, PA",BUREAU OF EMERGENCY MEDICAL SERVICES,Bicycle unit,Bicycle-based medic unit,0,0
1371,"Pittsburgh, PA",PUBLIC SAFETY ADMINISTRATION,Security camera & gunshot detection network,Build a modern Citywide security camera and gunshot detection network that are integrated together to provide criminal- and violence-deterrence system.,0,0
1372,"Pittsburgh, PA",BUREAU OF EMERGENCY MEDICAL SERVICES,Envelope of Life,Provide an easy-to-locate source of medical information for EMS units responding to residents.,0,0
1373,"Pittsburgh, PA","PERMITS, LICENSES, AND INSPECTIONS",Public Data,"Maintaining systems and information technology infrastructure to ensure robust access to PLI-held public data, including permitting, inspection outcomes, scopes of work, citation/violations, city-funded demolitions, and other information exposed to the public and captured in software systems.",0,0
1400,"Pittsburgh, PA",OFFICE OF EQUITY,Dolly Parton's Imagination Library,Offers a book per month for every child in the city until the age of 5.,0,0
1411,"Pittsburgh, PA",PW - BUREAU OF OPERATIONS,Forestry Division,"Provides prompt, efficient and safe delivery of arboricultural services to residents in managing the city's urban forest.",0,0
1414,"Pittsburgh, PA",OFFICE OF MUNICIPAL INVESTIGATIONS,Citizen Complaints,OMI investigates citizen complains where misconduct has been alleged.,0,0
1419,"Pittsburgh, PA",OFFICE OF MUNICIPAL INVESTIGATIONS,Community Outreach,OMI staff attends City hosted and community events to provide information regarding our investigative processes and to take complaints,0,0
1423,"Pittsburgh, PA",OFFICE OF MUNICIPAL INVESTIGATIONS,Right to Know Requests,OMI must comply with RTK requests forwarded by the Law Dept.,0,0
1424,"Pittsburgh, PA",OFFICE OF MUNICIPAL INVESTIGATIONS,Annual Report,"OMI will prepare an annual report that is available to the public which details the types of complaints received, investigated and the general dispositions.",0,0
1437,"Pittsburgh, PA",PW - BUREAU OF OPERATIONS,Elevator Maintenence,Repairs and maintenance of Elevators in City owned Buildings,0,0
1438,"Pittsburgh, PA",PW - BUREAU OF OPERATIONS,Building and Office cleaning services.,Contractor charges for cleaning of City buildings and offices.,0,0
1455,"Pittsburgh, PA",PARKS AND RECREATION,CitiCamp,CitiCamp is an engaging summer program that provides a blend of recreational activities and educational enrichment to Pittsburgh's Children over the summer months. This program was modified as a take home camp in 2020 due to COVID-19.,0,0
1461,"Pittsburgh, PA",PARKS AND RECREATION,IT/Innovation and Performance Service Delivery,"Coordination of efforts and services in support of departmental IT use, system deployment, service requests and new project/program facilitation.",0,0
1462,"Pittsburgh, PA",BUREAU OF POLICE,Chief's Office,"Responsible for governance and efficiency of the Police Bureau, coordinates national initiatives and outreach programs; includes intelligence, fleet operations, and OSAR",0,0
1463,"Pittsburgh, PA",BUREAU OF POLICE,Intelligence,Conducts crime analysis through utilization of various databases and mapping tools to provide timely visual information on developing crime trends;,0,0
1464,"Pittsburgh, PA",BUREAU OF POLICE,Fleet Operations,Oversees operations related to the motorized fleet assets for the Bureau of Police,0,0
1468,"Pittsburgh, PA",BUREAU OF POLICE,Special Deployment Division,"Responsible for specially trained units that support the City's safety and security needs; includes Motorcycle Unit, SWAT, River Rescue, Collision Investigations, Impaired Driver Section, EOD, Tow Operations, Commercial Vehicle Enforcement, Planning, Mounted Unit, and K-9 Unit",0,0
1470,"Pittsburgh, PA",BUREAU OF POLICE,Investigations,"Provides dedicated resources to support the investigation and clearance of crimes against persons and property, responsible for the investigation of criminal offenses, the detection, arrest, and prosecution of criminals, and the recovery of lost/stolen property to rightful owners.  Consists of the Major Crimes and Narcotics & Vice divisions",0,0
1471,"Pittsburgh, PA",BUREAU OF POLICE,Major Crimes,"Responsible for the investigation of violent crime, burglarly, group violence, arson, auto theft, domestic violence, computer crimes.  Oversees group violence intervention, special victims unit, mobile crime unit, and witness protection",0,0
1472,"Pittsburgh, PA",BUREAU OF POLICE,Narcotics & Vice,"Responsible for combatting illegal drug manufacturing, distribution, sale, and use; responsible for handling investigations related to human trafficking, labor trafficking, prostitution, municipal code violations; oversees firearms tracking and investigates graffiti/tagging and other vandalism crimes committed within the City",0,0
1473,"Pittsburgh, PA",BUREAU OF POLICE,Administration,"Responsible for the administrative functions for the Bureau of Police and provides training required in order to provide quality police services to the community; responsible for processing court records and telephone report taking, warrant activities, maintaining evidence, computer operations, and technology coordination and evaluation.",0,0
1474,"Pittsburgh, PA",BUREAU OF POLICE,Training Academy Program,"Teach individuals how to become a police officer  including necessary certification skills for commission; train officers on use of duty issued handgun, patrol shotgun, and less lethal weapons; maintain a Training Plan sufficient to meet all training requirements imposed by statute",0,0
1476,"Pittsburgh, PA",BUREAU OF POLICE,Records Room,Crime data records management available to internal and external customers,0,0
1477,"Pittsburgh, PA",BUREAU OF POLICE,Telephone Reporting Unit,Responsible for telephone report taking,0,0
1478,"Pittsburgh, PA",BUREAU OF POLICE,Warrant Office,Oversees warrant activities,0,0
1479,"Pittsburgh, PA",BUREAU OF POLICE,Court Liaison,Schedule court date appearances for officers,0,0
1480,"Pittsburgh, PA",BUREAU OF POLICE,Property Room,"Responsible for receiving, storing, tracking and disposing of all property and evidence booked at the police department by sworn personnel and code enforcement officers",0,0
1481,"Pittsburgh, PA",BUREAU OF POLICE,Wellness,Provides peer and mentor assistance and support,0,0
1492,"Pittsburgh, PA",FINANCE,Tax Payer Services,"Customer service pertaining to tax payment including billing, refunds requests, general information",0,0
1,"Riverside, CA",General Services,Aircraft Incident Response and Investigation,Emergency services for aircraft and other emergencies on the airport and assist the Federal Aviation Administration with incident investigation.,0,0
10,"Riverside, CA",General Services,Airport  Security Plan Management & Access,Maintain and modify Federal Aviation Administration required security plan as required and issue access badges,0,0
59,"Riverside, CA",City Clerk,Passports,Operate Passport Acceptance Facility,0,0
61,"Riverside, CA",City Clerk,Election Administration,"Administer municipal elections for Mayor, City Council, and local measures",0,0
192,"Riverside, CA",Fire,School Fire Drills,Collaborate with local schools for routine fire drills,0,0
200,"Riverside, CA",Fire,State Inspection Compliance Monitoring Program,Ensures that department is in compliance with state regulations and statutes for annual inspection,0,0
457,"Riverside, CA",Parks & Recreation,Athletic Field & Turf Preparation and Maintenance,"Field renovations, mound repair, harware repair, laser level, infield drag, addition of brick dust, aerification, overseeding, weed abatement, etc.",0,0
459,"Riverside, CA",Parks & Recreation,Community Service Worker Management,Transportation and supervision of court appointed community service workers,0,0
471,"Riverside, CA",Parks & Recreation,Park and Open Space Weed Control,Fire prevention to eliminate existing weeds  and prevent growth of new weeds at parks and city buildings and facilities,0,0
472,"Riverside, CA",Parks & Recreation,Playground Safety,Weekly inspections  third party audits  and small broken part replacement of playground equipment,0,0
524,"Riverside, CA",Parks & Recreation,Transit Paratransit Services,"Transportation services for senior 60+ and disabled residents  within city limits.  Program is 100% funded by Local, State and Federal Funds and is recognized as a transit agency",0,0
525,"Riverside, CA",Parks & Recreation,Transit Electronic Fare Collection,Sell fares electronically online,0,0
528,"Riverside, CA",Parks & Recreation,Transit  Facility Building Maintenance,Maintenance of all  transit  facility buildings,0,0
530,"Riverside, CA",Parks & Recreation,Transit  Marketing,Bus wraps  newspaper  radio spots & magazine advertisements,0,0
532,"Riverside, CA",Parks & Recreation,Transit Vehicle Maintenance & Cleaning,"Manage the maintenance, repair and cleaning of  vehicles to ensure compliance",0,0
565,"Riverside, CA",Public Works,Railroad/Railway Crossing Safety,"Railway crossing maintenance, roadway and railway crossings align for the safety of vehicular traffic.",0,0
612,"Riverside, CA",Public Works,Household Hazardous Waste Disposal,"Disposal of residential hazardous waste; includes abandoned household hazardous waste disposal services and tire disposal collection.
This program aligns with the City's Strategic Priorities in Environmental Stewardship by championing proactive and equitable climate solutions based in science to ensure clean air, safe water, a vibrant natural world, and a resilient green new economy for current and future generations. Particularly, the following: 

Climate Resiliency, Carbon Footprint & Air Quality
Usage, Condition & Quality of Public Lands
Environmental Justice
Renewable Resource Usage & Waste Reduction

Particularly goal 4.4.",0,0
760,"Riverside, CA",Museum,Museum Board,"Chapter 2.12 of the Riverside Municipal Code establishes the Museum Board, a 9-member Board that serves in an advisory capacity to the City Council regarding the Museum of Riverside. Activities to support the Museum Board include report writing, routing and submittals, liaison with Board members, Staff and City Clerk's Office. Coordinate and attend meetings.",0,0
812,"Riverside, CA",Fire,Accreditation,Continuos Quality Improvement for Fire Dept Services,0,0
819,"Riverside, CA",Fire,Fireworks Prevention Program,Educate and enforce the fireworks ordinance,0,0
827,"Riverside, CA",Fire,Physical fitness program,Purchase and maintain physical fitness equipment at fire stations,0,0
830,"Riverside, CA",Fire,Arson Program,"Training, Equipment and Supplies for the Fire Depart Arson Program",0,0
842,"Riverside, CA",Fire,Honor Guard Program,Honor Guard program for ceremonial services,0,0
889,"Riverside, CA",City Council,Model Deaf Community,Taskforce that promotes unity between Riverside's deaf and hearing communities.,0,0
891,"Riverside, CA",Mayor,Human Relations Commission,"Commission that advises the Mayor and City Council on issues of discrimination, and promotes diversity and equal opportunity in the City of Riverside.",0,0
897,"Riverside, CA",Mayor,"Certificates, Proclamations, Awards and Recognition","Program by which certificates/proclamations are requested, processed and presented by the Mayor, to individuals in the community.",0,0
943,"Riverside, CA",City Manager,Public Housing Authority Establishment Process and Cost Analysis,Feasibility study on the creation of a Public Housing Authority to be able to issue Section 8 vouchers to our extremely low income residents for the purpose of creating affordable housing.,0,0
1163,"Riverside, CA",RPU - Administration,Utilities Revenue Reporting,Monitor revenue and provide reporting on all utility revenues.,0,0
1173,"Riverside, CA",RPU - Administration,Utilities Systems and Applications Management,"Manage internal software programs for RPU, in partnership with the Innovation and Technology Department.  Responsible for maintaining the Customer Information System (CIS), Siebel System (311), Work and Asset Management System (WAM), and systems which interface with the Customer Information Systems (CIS); PragmaCad System, WebConnect System, Kubra Online System, Inovah System and the Multi-Vendor Reading Systems (MVRS, MV90).",0,0
1179,"Riverside, CA",RPU - Administration,Initiation / Termination of Electric and Water Services,Physically initiate service for customer upon move in. Physically terminate service for customer upon move out.,0,0
1258,"Riverside, CA",General Services,Commission on Disabilities,"Per the City Charter section 804 and the Riverside Municipal Code section 2.66.050, City Commissions must have monthly meetings.  General Services provides staff support for the Commission on Disabilities, including agenda packet preparation, coordinating guest speakers, and taking minutes.",0,0
1349,"Riverside, CA",Community Development,Loan Inventory Management,"Manage borrower and developer loan payments, interest accruals, payoff demands and title releases for Housing Authority",0,0
1354,"Riverside, CA",Community Development,Liaison/Special Projects,"Collaborate with internal and external partners for special projects/assignments including research, analysis and management reporting. Manage recruitment process, track annual evaluations as well as City mandated training requirements.",0,0
1396,"Riverside, CA",Public Works,Wall/Fence Repairs,"Repair damaged walls and fences (vinyl, stone, wood, chainlink, retaining, etc.)",0,0
1409,"Riverside, CA",Public Works,Signs Fabrication and Installation,"In-house Sign Shop fabricates all regulatory, warning and directional signs.  Additionally, Sign Shop provides many other types of sign fabrication for City streets and within City facilities.

This program also aligns with the City's Strategic Priorities of Infrastructure, Mobility and Connectivity to ensure safe, reliable infrastructure that benefits the community and facilitates connection between people, place and information. Specifically, goals 6.2, 6.3 and 6.4.",0,0
1418,"Riverside, CA",Public Works,Animal Services,"Responds to requests for service including stray dogs, dead animals, kennel permit inspections, cruelty and neglect cases, and vicious dogs. Operates the animal shelter where adoptions, owner redemptions, pet relinquishment, stray turn-ins, and veterinary services are performed. 

The Riverside County Department of Animal Services (DAS) has provided animal control field, shelter and intermittent licensing services to the City of Riverside since 1995. Both the DAS and the and City of Riverside have partnered to promote animal welfare, public health and safety, and quality of life within the City of Riverside through two separate contracts - one for shelter services and a second for field services. 

This program aligns with the City's Strategic Priorities in helping to improve Community Well-Being by helping to ensure the City has safe neighborhoods where everyone can thrive. Specifically, goals 2.3 and 2.4.",0,0
1420,"Riverside, CA",Public Works,Crossing Guard Services,"Provides crossing guard services to elementary and middle schools as determined by the Riverside Unified and Alvord Unified School Districts.
This program aligns with the City's Strategic Priorities in helping to improve Community Well-Being by helping to ensure the City has safe neighborhoods where everyone can thrive. Specifically, goals 2.3 and 2.4.",0,0
