program_id,org,dept,name,description,Safety,safety_coded
349,"Washington County, WI",Human Services,Grant Reporting,"Monthly expenditure reports to various State Departments to draw down and maximize State funding to run the programs and minimize county levy.  Filing of required State reports including Budgets, Year to Date expenditures, and Reconciliations to obtain continued State/County contract funds for the operations of the Department.",0,0
417,"Washington County, WI",Highway,Land Information Council Liaison,Representative on Land Information Council,0,0
428,"Washington County, WI",Highway,Commercial and Subdivision Site Plan Storm Water Inspections & Reviews,Assist Parks Department with storm water plan reviews,0,0
434,"Washington County, WI",Highway,Engineering Assistance - Intergovernmental,Answer Engineering questions for local towns,0,0
440,"Washington County, WI",Highway,Survey Records Management,"Proper filing of records, answer citizen questions on surveys",0,0
443,"Washington County, WI",Highway,Regulatory Compliance Permitting,Complete permitting for DNR or Army Corps permits,0,0
482,"Washington County, WI",Highway,Maintain Facility Grounds,"Lawn mowing, weed control, litter pickup, and vegetation control. Also includes routine maintenance of sidewalk, and park and ride lots.",0,0
485,"Washington County, WI",Highway,Maintain/Repair Asphalt in Parks,"Parking lot and roadway maintenance in Parks, - including crack filling and patches",0,0
521,"Washington County, WI",Highway,Transit Marketing,"A marketing plan/budget is set up each with various marketing outlets (newspapers, TV, radio, outdoor billboards, websites, businesses, and educate medical centers and nursing homes).",0,0
522,"Washington County, WI",Highway,Shared Ride Taxi Service,"The Washington County Shared Ride Taxi provides reservation and on demand public shared -ride services, that are wheelchair accessible.  The service is provided through out Washington County and into a northern portion of Menomonee Falls .  It provides specialized door to door service for disabled and elderly individuals who require door to door assistance from the driver.",0,0
523,"Washington County, WI",Highway,Transportation System Program Management,"Responsible for program oversight, budgeting, 3rd party contractors' oversight, expense and revenue reconciliation, database management, state and federal program management, and policies and procedures.",0,0
524,"Washington County, WI",Highway,Washington County Commuter Express,The Washington County Commuter Express provides commuter transportation to and from the Milwaukee Metro Area.,0,0
525,"Washington County, WI",Historical Society,Washington County Historical Society Block Grant,Grant given to the History Center by Washington County to run the history museum.,0,0
576,"Washington County, WI",Human Services,Client Service Authorizations and Agreements,"Prepares and tracks service agreements for clients receiving services through the Comprehensive Community Services Program (CCS), maintains and processes correspondence for Chapter 51 settlements and commitments, collects and processes client service units within the EMR, provides clerical support to Community Treatment Services (CTS) staff.",0,0
577,"Washington County, WI",Human Services,Medicare and Medicaid Claims Administration,"Medicaid claims billing for all BH Programs occurring both on site and many from external providers  (CSP, CCS, ACS, CM, OP, CRS). Staff address all denials and claim rejections. Medicare claims billing for clinic, Outpatient Psychotherapy and Psychiatry Services.",0,0
578,"Washington County, WI",Human Services,Patient Accounting Billing and Payment Administration.,"Receipting of all Medicare, Medicaid, Private Insurance and patient payments.  Journal Entries Also includes billing, collections and billing assistance.",0,0
579,"Washington County, WI",Human Services,Private Insurance Claims Administration,Private Insurance claims billing for clinic.,0,0
580,"Washington County, WI",Human Services,Provider Credentialing and Support,Enroll all new providers and maintain existing providers (Therapists and Doctors) in all insurance companies networks to ensure payment for services.  Includes a monthly check to assure continuing credentialing for all staff with clinical licenses. Maintains HSD contract database and maintenance and development of external provider contracts.  Provides clerical support to Behavioral Health Division and Children & Families Division.,0,0
581,"Washington County, WI",Human Services,State Reporting  - Electronic Medical Records,"Utilizing Electronic Medical Record (EMR) , staff maintain internal and external provider information, collect and input provider service units, and maintain client service programs. Staff work closely with State and County partners to ensure all data is accurate and meet all requirements prior to State reporting.",0,0
654,"Washington County, WI",Human Services,Benefit Recovery/Fraud Prevention and Investigation,"Discrepancy data matches and fraud referrals are received and investigated for overpayments and fraud across all programs. Often requires requesting third party verification from employers and other sources. Investigations are completed using outside data sources and claims are established and entered into Benefit Recovery system. Fair Hearing research, response and attendance. Benefit recovery and fraud activities for Income Maintenance are part of the Income Maintenance Consortium model.",0,0
656,"Washington County, WI",Human Services,Income Maintenance - Caretaker Supplement,Program provides cash payment to children of parents receiving SSI (Supplemental Security Income). Same process as Healthcare application. All Caretaker Supplement activities are part of the Income Maintenance Consortium model.,0,0
657,"Washington County, WI",Human Services,Income Maintenance - Foodshare,"Eligibility determination and ongoing case management for Foodshare. Interactive interview via phone or in person at application and yearly renewal. Financial and household Information is collected and entered into State system for processing. Applications are completed through scheduled appointments or in the Moraine Lakes Call Center. Ongoing case management continues through the life of the case. Relevant information is collected and verified. Changes are reported, verified and processed. Six month report forms are processed. Complete referral process to work programs for appropriate Foodshare recipients. Complete drug testing for appropriate Foodshare recipients. Referrals to other public assistance programs and community resources. Files prepared for scanning. Referrals to work programs and sanctions entered for noncompliance. Fair Hearing research, response and attendance. All Foodshare related activities are part of the Income Maintenance Consortium model.",0,0
658,"Washington County, WI",Human Services,Income Maintenance - Healthcare,"Eligibility determination and ongoing case management for Medicaid programs. Applications are received through mail, Access online or through the Moraine Lakes Call center for Medicaid including Long Term Care (Nursing Home and Family Care), Badger Care and Family Planning Only Services. Financial and non-financial information is collected, verified and processed. Ongoing case management continues for the life of the case with annual renewals, change reporting and verification of same. Includes collection of MAPP and Badger Care premiums. Referrals to other public assistance programs and community resources. Files are prepared for scanning. Fair Hearing research, response and attendance. All Healthcare related activities are part of the Income Maintenance Consortium model.",0,0
659,"Washington County, WI",Human Services,"Program Prescreening and Support (Income Maintenance, Child Care, Energy Assistance)","Prescreens and schedules Intake (interview) appointments for Foodshare, Childcare subsidy and Energy Assistance. Applications are received via Access online or paper applications. Schedules Foodshare and Childcare annual renewals (interviews) that are received through Access (online) or paper. Assigns Healthcare only and Caretaker Supplement applications to the appropriate caseload for processing by Economic Support Specialists. These tasks are completed for Ozaukee and Walworth counties as well as Washington County. Scans all necessary case documentation that is processed first into the Income Maintenance electronic case files. Manages the Fair Hearing tracking tool in State system and the Fair Hearing e mail inbox for all 5 counties in the Moraine Lakes Consortium. Prescreens and schedules appointments for Energy Assistance. Provides reception duties for all programs. Scans documents received at front desk. Completes filing. Scans Children�s Long Term Support files. Open and closing of service files for Children and Families and file retention for same. Completes positive ID verification for WE Energies.",0,0
660,"Washington County, WI",Human Services,Wisconsin Home Energy Assistance,"Eligibility determination for heating and electrical assistance throughout the heating season, October 1 through May 15.  Face to face appointments at three locations.  Issuing crisis benefits year round when there is a danger of disconnection. Year round furnace repair and replacement referrals to the Weatherization agency. Lobby services and outreach. Fraud investigation and Benefit Recovery activities. Fair Hearing research and attendance.",0,0
707,"Washington County, WI",Library,Municipal Library Services,Contract with municipal libraries to provide library services,0,0
739,"Washington County, WI",Planning and Parks,Clubhouse and Golf Buildings Maintenance,"Golf staff along with other county staff and private contractors perform regular maintenance and repairs on the Clubhouse, two large maintenance buildings, two open shelters, and an enclosed pump house.",0,0
740,"Washington County, WI",Planning and Parks,Deli Operations,"The Clubhouse Supervisor provides overall supervision of the food and beverage program. The deli manager supervises and participates in all food and beverage operations. This includes training staff, ordering, menu selections, food preparation, food storage, cleaning, inventories,  customer service, and point of sale transactions. All deli staff are provided by a temporary staffing company and are not county employees.",0,0
741,"Washington County, WI",Planning and Parks,Golf Equipment and Fleet Replacement Schedule Management,The Division Manager along with the Golf Course Superintendent and the Clubhouse Supervisor update the schedule and add or remove the equipment items as required by age or condition.,0,0
742,"Washington County, WI",Planning and Parks,Family Park Building Maintenance,Golf staff provides all the building maintenance for the shelter and pumphouse at this adjoining park.,0,0
743,"Washington County, WI",Planning and Parks,Family Park Mowing/Grounds Maintenance,"Golf staff provides all the  lawn mowing, grounds maintenance and tree care at this adjoining park.",0,0
744,"Washington County, WI",Planning and Parks,Golf Cart Fleet Operations and Maintenance,"WCGC has sixty electric 2015 golf carts and one electric 2015 beverage cart that are leased through Club Car for 5 years. WCGC also has six gas 2014 golf carts. Golf staff is responsible for battery maintenance, washing, and minor repair. Most important is rotation of the fleet so each cart receives the same amount of use which extends the battery life of the cart.",0,0
745,"Washington County, WI",Planning and Parks,Golf Course Fleet Maintenance,"The Golf staff do all repairs to the turf fleet in house. This includes welding, reel grinding, bedknife sharpening, engine repairs, hydraulic systems, electrical systems, fluid and filter changes, equipment setup, and etc.",0,0
746,"Washington County, WI",Planning and Parks,Golf Lesson and Clinics,"The Clubhouse Supervisor and assistants plan, schedule, supervise, and conduct each of the golf lessons and clinics at the golf course.",0,0
747,"Washington County, WI",Planning and Parks,Retail and Deli Inventory Control,Monthly physical counts of golf shop and deli inventories are completed by the Accounting Supervisor and the golf  staff.,0,0
748,"Washington County, WI",Planning and Parks,Irrigation System Operation and Maintenance,The Golf staff programs and operates the computer controlled irrigation system. All routine irrigation  repairs  are completed in house.,0,0
749,"Washington County, WI",Planning and Parks,Golf Course Marketing & Social Media,"The golf course marketing program is diverse and can vary significantly from year to year. Washington County provides a website and Facebook and Twitter posts. Golf staff approves TV and radio commercials, a limited amount of print ads,  golf packages for charities, and participation in local golf shows. In the past we have done billboards and discount coupons.",0,0
750,"Washington County, WI",Planning and Parks,Golf Course Mowing,"All greens, tees, approaches, fairways, and roughs are mowed by golf staff.",0,0
751,"Washington County, WI",Planning and Parks,Sand Bunker Maintenance,Sand bunkers are raked and maintained by the golf staff.,0,0
752,"Washington County, WI",Planning and Parks,Golf Course Grounds Maintenance,"Golf staff perform general grounds maintenance. Skid loaders, tractors, trucks, trailers, spreaders, sprayers, blowers, aerifyers, chainsaws and grinders are all utilized by staff for this grounds work.",0,0
753,"Washington County, WI",Planning and Parks,Golf Outings and Tournaments,The Clubhouse Supervisor and assistants schedule and make the arrangements for all special events that are played at the golf course.,0,0
754,"Washington County, WI",Planning and Parks,Tee Time Reservations and Point of Sale Operations,Clubhouse staff process all tee time reservations and payments for customer purchases.,0,0
755,"Washington County, WI",Planning and Parks,Golf Staff In-house Training and Certifications,Hands on training is completed onsite by experienced golf staff.  Training required for professional certification and credentials is done through the agency responsible for the license or an approved agent.,0,0
756,"Washington County, WI",Planning and Parks,Turf Maintenance,"All cultural operations including fertilizing, spraying, verification, and topdressing are completed in house by golf staff.",0,0
759,"Washington County, WI",Planning and Parks,Landowner and Contractor Inquiries and Assistance,"Respond to landowner inquires, professional contractors and prospective buyers regarding required regulations on site specific parcels.",0,0
775,"Washington County, WI",Planning and Parks,Land and Water Resource Management Plan,"Continue to monitor progress, maintain records and provide reports of accomplishments as outlined in the current LWRMP work plan.  Assist the WDNR with implementing pollutant load reduction projects in the Rock River watershed and in the Milwaukee River watershed.",0,0
781,"Washington County, WI",Planning and Parks,Tree & Prairie Seed Sales Program,"Citizens are provided an opportunity to purchase low cost native trees, wildlife shrubs, prairie seed and other conservation related accouterments.",0,0
782,"Washington County, WI",Planning and Parks,Reservations -County Park System,Processing County Park reservations to efficiently facilitate a pleasant experience to individuals renting facilities in the park system.,0,0
783,"Washington County, WI",Planning and Parks,Planning & Parks Customer Inquiries and Assistance,Assist customers at the counter to provide helpful information to the public regarding Planning and Parks Department programs.,0,0
785,"Washington County, WI",Planning and Parks,Fee Collection and Enforcement,Park supervisors are responsible for the collection of fees and enforcement.,0,0
786,"Washington County, WI",Planning and Parks,Parks Projects,"Park crews install roofs, pour concrete pads, install fences, build open shelters, build and install signs and kiosks, build trails, and seed and mulch construction areas.",0,0
787,"Washington County, WI",Planning and Parks,Parks Facility Maintenance,"The Park System has over seventy buildings and structures that are maintained by Park crews. Park crews performs general repairs, window and door replacements, minor HVAC, plumbing and electrical repairs, painting and graffiti removal.",0,0
788,"Washington County, WI",Planning and Parks,Fair Park Grounds Maintenance,"Park crews perform snow and ice control on interior roads, parking lots, and walks (12 acres) and lawn mowing and grass trimming (73 acres) on the Fair Park campus.",0,0
790,"Washington County, WI",Planning and Parks,Restroom and Shelter Cleaning,Park crews are responsible for regular cleaning of seven flush restrooms and twenty-five rentable park houses and shelters. Additional rental houses will be added in the near future.,0,0
791,"Washington County, WI",Planning and Parks,Snowmobile and ATV County Coordination,The Landscape Designer acts as the County coordinator for the countywide snowmobile and ATV programs. Applies for yearly maintenance grants for both programs and for grants for major snowmobile  projects. Responsible for verifying the program meets the DNR requirements for the program.,0,0
794,"Washington County, WI",Planning and Parks,Vacation Rental by Owner,"Management of County's vacation rental houses. This includes business planning, marketing, responding to inquiries regarding rentals, property maintenance, and general upkeep of facilities.",0,0
802,"Washington County, WI",Planning and Parks,"Farmland Preservation Plan for Washington County Research, Writing, Adoption and Administration","Farmland Preservation Plan (FPP) for Washington County is mandated by Wisconsin Statutes Ch. 91 and must be updated every 10 years.  The FPP develops the official Farmland Preservation (FP) Areas for Washington County.  Work includes writing, inventory, research, statistical analysis, coordination , development of goals & recommendations, public outreach and Plan adoption and updates.",0,0
804,"Washington County, WI",Planning and Parks,"Park and Open Space Planning Research, Writing, Adoption and Administration","The County Park and Open Space Plan must be updated every 5 years to remain eligible for DNR stewardship acquisition and development grants. Work includes writing, inventory, research, statistical analysis, coordination with other County staff working on the plan, development of goals & recommendations, presentations, public outreach, public hearings, adoption by County Board, publishing and distribution.",0,0
806,"Washington County, WI",Planning and Parks,"Multi-jurisdictional Comprehensive Plan Updates, Public Outreach, Intergovernmental Cooperation, and Administration","The Multi-jurisdictional Comprehensive Plan for Washington County identifies the long range land use plan for the County in accordance with Wisconsin Statutes Ch. 66.1001 and updated every 10 years. Oversee Plan updates, public participation, intergovernmental collaboration, advisory committee review, Plan adoption and implementation.",0,0
810,"Washington County, WI",Planning and Parks,"Bike & Pedestrian Plan Research, Writing, Adoption and TAP Grant Administration","Development of the Washington County Bicycle & Pedestrian Plan including oversight of research, writing, development of goals & recommendations, presentations, public outreach, intergovernmental collaboration and plan adoption. Responsible for implementing all grant funded activities and grant administration requirements in accordance with the WI-DOT approved project agreement.",0,0
812,"Washington County, WI",Register of Deeds,Assessment Notices,The production of assessment notices to taxation districts created from information found in the assessment rolls.,0,0
813,"Washington County, WI",Register of Deeds,Assessment Roll Maintenance & Production,"This includes accessment roll maintenance, revisions and production. Including discovery, organization and distribution.  Integral to this program is the review of all property transfers especially legal descriptions and ownership.  Works with scriveners to correct errors.",0,0
814,"Washington County, WI",Register of Deeds,Assessment Training,Assessors are reimbursed by the county for travel expenses  to annual state mandated assessment training.,0,0
815,"Washington County, WI",Register of Deeds,Assessor Services,"Provide assessment work rolls, copies of parcel maps, a list of all property transfers, property splits and combinations.  Assessors are also provided assistance in understanding ownership changes and legal descriptions.  This includes information on mortgages and other publicly available financing instruments if requested.  The office provides computer services related to property valuation, any state mandated forms, and Final Assessment Rolls.",0,0
816,"Washington County, WI",Register of Deeds,Business Partner Assistance & Queries (a),"Respond to queries from various business partners, including but not limited to attorneys, title companies, mortgage lenders and  real estate agents regarding ownership, legal descriptions, legal forms and  maps and collect fees.  Queries are completed via telephone, in person, email and mail.",0,0
817,"Washington County, WI",Register of Deeds,Condominium Review,"Condominium plats are reviewed prior to recording in the Register of Deeds.  All Condominium plats are reviewed for statutory requirements, consistency with associated declarations, surveying standards, and assessment needs.",0,0
818,"Washington County, WI",Register of Deeds,Constituent Assistance & Queries (a),"Respond to queries from the general public, including but not limited to real estate ownership,  legal descriptions, legal forms, maps, as well as provide copies of said documents, and collect fees.  Queries are completed via telephone, in person, email and mail.",0,0
819,"Washington County, WI",Register of Deeds,Data Requests and Sales,"The office fulfills open record requests when sought by the public.   Mailing labels, indexes, parcel and topographic maps are available for a fee.  Create monthly invoices for on-going county data (i.e., labels, reports, maps, etc.)",0,0
822,"Washington County, WI",Register of Deeds,Legal Description Review - Wisconsin Department of Administration,"As a county with a population exceeding 50,000, all legal descriptions for municipal boundary changes created by annexations, are reviewed for the Department of Administration (DOA).",0,0
823,"Washington County, WI",Register of Deeds,Municipality Notifications and Statements of Assessment,"Local units of government and their departments are provided  Notices of Assessment and assessment rolls for the Board of Review.  Additional information provided includes address and name indexes, updated parcel maps, split and combinations of parcels, along with current and historical ownership information.  The Office is responsible for the transmission of municipal Statement of Assessment to the Wisconsin Department of Revenue.  The office also supplies address mailing labels for taxation districts.",0,0
824,"Washington County, WI",Register of Deeds,Personal Property Valuation,Requires the creation or deletion of personal property accounts from the imported personal property values provided by the assessors and the confirmation of those values using various analytical methods.,0,0
825,"Washington County, WI",Register of Deeds,Property Information Oversight - Wisconsin Department of Natural Resources,The Department of Natural Resources (DIR.) is provided with information regarding properties designated as Managed Forest Law (MFL) agreements and understanding the legal descriptions.,0,0
827,"Washington County, WI",Register of Deeds,Real Property Valuation,Involves the importation of real estate provided by the assessors and confirmation of those values using various analytical methods.,0,0
828,"Washington County, WI",Register of Deeds,Special District Notifications and Property Information,"Special Districts are provided property and mailing addresses, names indexes, parcel split and combination information, current and historical ownership information.",0,0
829,"Washington County, WI",Register of Deeds,"State, County and Municipal Assistance and Queries","Respond to queries from units of government regarding real estate and personal property ownership, legal descriptions, addresses, legal forms and maps.  Queries are completed via telephone, in person, email and mail.",0,0
830,"Washington County, WI",Register of Deeds,Statement of Assessment and Assessment Roll Transmission - Wisconsin Department of Revenue,"The Office serves as coordinator between the state, county and taxation districts and transmits both the Final assessment rolls to the Wisconsin Department of Revenue (DOR).  Also transmitted to the DOR is the municipal Statement of Assessment.  State manufacturing assessors are given ownership information and state assessed values are included in the assessment rolls.  Information on the Wisconsin  Electronic Real Estate Transfer Return (eRETR) is updated and corrected as needed.",0,0
831,"Washington County, WI",Register of Deeds,Wisconsin Department of Revenue Real Estate Transfer Return,Enter parcel numbers into Department of Revenue Transfer Return website. Correct errors on the eRETR.,0,0
837,"Washington County, WI",Register of Deeds,Business Partner Assistance & Queries (b),"Respond to queries from various business partners, including but not limited attorneys, title companies, mortgage lenders,
real estate agents regarding real estate names, legal descriptions, legal forms, maps, as well as provide copies of said documents,
and collect statutory fees.  Queries are completed via telephone, in person, email and mail.",0,0
838,"Washington County, WI",Register of Deeds,Certified Survey Map Recording,"Accept certified survey maps, review for statutory requirements, receipt statutory fees, index, scan, and file.  Endorse each
document with date, time, county name and consecutive document and map number.",0,0
839,"Washington County, WI",Register of Deeds,"Constituent Assistance - Termination of Interest
and Beneficiary Transfers",Assist constituents in completing termination of decedent's interest forms. Researching real estate records for completeness.,0,0
840,"Washington County, WI",Register of Deeds,Constituent Assistance & Queries (b),"Respond to queries from the general public, including but not limited to real estate names, legal descriptions, legal forms,
maps, as well as provide copies of said documents, and collect statutory fees.  Queries are completed via telephone,
in person, email and mail.",0,0
841,"Washington County, WI",Register of Deeds,Federal Tax Liens,"Accept Internal Revenue Service (IRS) federal tax liens, review for statutory requirements, receipt statutory fees,
index, scan, and return mail.  Endorse each document with date, time, county name and consecutive unique document number.",0,0
842,"Washington County, WI",Register of Deeds,Genealogy Assistance,"Assist citizens in researching family history, including real estate and vital records.  Issuing copies of said records
and collect statutory fees.",0,0
843,"Washington County, WI",Register of Deeds,Land Information Assistance - Surveyor,"Provide miscellaneous assistance to county surveyor with regards to plats of survey indexing and imaging.  Provide
assistance to research surveys to constituents, business partners, county employees, etc.",0,0
845,"Washington County, WI",Register of Deeds,Marital Property Agreements Recording & Indexing,"Accept real estate documents, review for statutory requirements, receipt statutory fees, index, scan, and return mail.
Endorse each document with date, time, county name and consecutive unique document number.",0,0
846,"Washington County, WI",Register of Deeds,Notary Public Services,"Provide notary public service to citizens, assist with various termination document preparation.",0,0
847,"Washington County, WI",Register of Deeds,Property Record Maintenance,Review indexes and images for completeness. All real estate records are maintained from 1836 forward,0,0
848,"Washington County, WI",Register of Deeds,"Real Estate Document Acceptance, Endorsement, and Recording","Accept real estate documents, review for statutory requirements, receipt statutory fees, index, scan, and return mail. 
Endorse each document with date, time, county name and consecutive unique document number.",0,0
849,"Washington County, WI",Register of Deeds,Real Estate Record Copy Requests,Produce copies (including certified) and collect statutory fees of real estate records as requested.,0,0
850,"Washington County, WI",Register of Deeds,Real Estate Records Access Administration,"Enter into contracts with title companies, attorneys, surveyors, etc. for access to and copies of real estate records.",0,0
851,"Washington County, WI",Register of Deeds,Recording and Vital Record Fee Collection - County,"Collect recording and vital records fees and deposit to county, including land record modernization and general fund.",0,0
852,"Washington County, WI",Register of Deeds,Recording and Vital Record Fee Collection - State,Submit recording and vital record fees to state.,0,0
853,"Washington County, WI",Register of Deeds,"State, County, and Municipal Assistance and Queries","Respond to queries from various business partners, including but not limited attorneys, title companies, mortgage lenders,
real estate agents regarding real estate names, legal descriptions, legal forms, maps, as well as provide copies of said
documents, and collect statutory fees.  Queries are completed via telephone, in person, email and mail.",0,0
854,"Washington County, WI",Register of Deeds,Statements of Mineral Claims Recording & Indexing,"Accept real estate documents, review for statutory requirements, receipt statutory fees, index, scan, and return mail.
Endorse each document with date, time, county name and consecutive unique document number.",0,0
855,"Washington County, WI",Register of Deeds,"Subdivision, Condominium, Cemetery and Transportation
Project Plat Recording","Accept subdivision, condominium, cemetery and transportation project plats, review for statutory requirements,
receipt statutory fees, index, scan, and file.  Endorse each document with date, time, county name and consecutive
document and map number.",0,0
856,"Washington County, WI",Register of Deeds,Vital Records  Maintenance,"Maintain a permanent record of all vital records; issue certified copies of birth, marriage, divorce, and death records, accept and file marriage and death records.",0,0
857,"Washington County, WI",Register of Deeds,"Website Maintenance - Real Estate
and Vital Records","Provide real estate and vital record information on county website, including but not limited to forms, links, schedules, fees,",0,0
858,"Washington County, WI",Register of Deeds,"Wisconsin DOR Real Estate Transfer
Return System Maintenance","Record county issued real estate document numbers into Department of Revenue Transfer Return website.
Maintain confidentiality of said returns.",0,0
859,"Washington County, WI",Register of Deeds,Wisconsin DOT Project Plat Review and Endorsement,"Accept Transportation Project Plats, review for statutory requirements, receipt statutory fees, index, scan, and file.
Endorse each document with date, time, county name and consecutive document and map number.",0,0
883,"Washington County, WI",Samaritan,Snack Program,Ensures that residents are offered a variety of healthy snacks and beverages.,0,0
909,"Washington County, WI",Samaritan,Barber/Beauty Services,Provides beauty and barber services for resident to utilize at the facility.  Services are contracted with an outside vendor.,0,0
912,"Washington County, WI",Samaritan,Gift Shop,"At the Fields RCAC on a weekly basis volunteers man ""The Country Store"" for residents .  The recreation therapy dept. offers frequent shopping trips for the residents.",0,0
916,"Washington County, WI",Samaritan,Resident Trust Fund,The resident Trust Fund is established by the resident/POA/Responsible party.  The resident's money is available for personal use or paying cost share to facility.  Quarterly statements are sent per State and Federal regulations.,0,0
917,"Washington County, WI",Samaritan,Residents Record Management,Maintain the residents records electronically and paper form.  Maintain these records for a period of 7 years as per record retention destruction schedule.  ICD 10 is the way the government reimburses facility for resident care. Campus liaison between outside physicians  to ensure that Federal and State regulations are met.,0,0
919,"Washington County, WI",Samaritan,Dental Services,Nursing Dept. facilitates dental visits at the facility or to outside office.,0,0
923,"Washington County, WI",Samaritan,Podiatry Services,Nursing Dept. facilitates podiatry services at the facility or to outside office.,0,0
929,"Washington County, WI",Samaritan,Vision Services,Nursing Dept. facilitates optometry visits at the facility or to outside office.,0,0
974,"Washington County, WI",Sheriff,Civil Process,Administration of civil process procedures as mandated by law.,0,0
975,"Washington County, WI",Sheriff,Citizen's Customer Service (In Person/Phone),Assisting citizens who come to front office for services.  Taking and routing phone calls that are received in administration area. Services provided through direct contact with citizens via the front counter.,0,0
1014,"Washington County, WI",Sheriff,Building Tours,Building tours for multiple community groups and organizations. .,0,0
1016,"Washington County, WI",Sheriff,County Fair,Management of the countywide law enforcement display at the annual County Fair.,0,0
1019,"Washington County, WI",Sheriff,Shop with a Cop,Participation in the Shop With a Cop program which provides holiday programs for disadvantaged youth.,0,0
1037,"Washington County, WI",Sheriff,Drug Unit Grant & Asset Forfeiture Programs,Administration of state and federal grants related to drug enforcement.,0,0
1051,"Washington County, WI",UW-Extension,4-H Community Club Educational Support,"Provides educational opportunities for county youth ages 5-19 through informal, experiential 4-H community groups and interest-based projects.",0,0
1053,"Washington County, WI",UW-Extension,Adult Volunteer Educational Support,"Trains adult volunteers to provide safe, interactive, and positive learning experiences as they mentor young people in Washington County.",0,0
1054,"Washington County, WI",UW-Extension,Agricultural & Industrial Society Partnership (County Fair Support),Collaboration with Fair Park staff to manage lease agreement between 4-H & AIS. Provides educational support and volunteer coordination for County Fair.,0,0
1055,"Washington County, WI",UW-Extension,Community Youth Development,"Reaches underserved youth in Washington County to provide experiential learning programs including camps, workshops, and training.",0,0
1056,"Washington County, WI",UW-Extension,Youth Life Skill & Leadership Development,Enhances future county workforce by implementing educational programs that support life skill and leadership development in youth ages 5-19.,0,0
1057,"Washington County, WI",UW-Extension,Farm Business Management,"Strengthens the agricultural economy & farm business vitality through farm financial analysis, production management, business planning, risk management, and succession planning.",0,0
1058,"Washington County, WI",UW-Extension,Horticulture,Coordinates and trains Master Gardener Program Volunteers who provide consumer horticultural education & community service.,0,0
1060,"Washington County, WI",UW-Extension,Youth Livestock Education,"Administers activates that teach youth life skills through cattle, sheep, swine and goats 4-H/FFA projects and meat animal quality assurance.",0,0
1062,"Washington County, WI",UW-Extension,Financial Capability Education Program,"Strengthens  the ability for families to acquire, utilize and evaluate financial resources to develop financial security through direct education.",0,0
1067,"Washington County, WI",UW-Extension,Community Economic Development,"Enhances economic vitality through community visioning, demographic analysis and entrepreneurship resources.",0,0
1068,"Washington County, WI",UW-Extension,Local Government Education,"Improves county and local government operations through public policy analysis, processes improvement and staff development.",0,0
1069,"Washington County, WI",UW-Extension,Nonprofit Organizational Development,Strengthens nonprofit organizations through strategic planning and board development to ensure their success in meeting community needs.,0,0
1070,"Washington County, WI",Veterans Service,ChampVA,Assist eligible dependents of veterans in their applications for this health care program.,0,0
1072,"Washington County, WI",Veterans Service,Dependent Indemnity Compensation,Assist spouses of veterans who died from service related injures or conditions apply for benefits. *Must be accredited by VA to provide this service,0,0
1073,"Washington County, WI",Veterans Service,Federal Home Loan Certificates,Assist eligible veterans in submitting request for the VA Home Loan program,0,0
1074,"Washington County, WI",Veterans Service,Memorial Day Flag Program,"Coordinate volunteers, order necessary flags and flag holders to be placed on graves of veterans buried in Washington County",0,0
1075,"Washington County, WI",Veterans Service,Military Day at County Fair,Assist in coordination and scheduling of events honoring veterans at the annual County Fair,0,0
1076,"Washington County, WI",Veterans Service,Veteran Outreach,Upon notification from DoD that an individual has separated from military service contact them and advise them on available veteran programs,0,0
1077,"Washington County, WI",Veterans Service,Presidential Memorial Certificates,Apply for Presidential Memorial Certificates for families of deceased veterans.,0,0
1078,"Washington County, WI",Veterans Service,VA Compensation Claims Assistance,Assist veterans with service related claims for injuries or conditions related to their military service. *Must be accredited by VA to provide this service,0,0
1079,"Washington County, WI",Veterans Service,VA Grave Markers Assistance,Assist families in submission of applications for VA Memorial Markers,0,0
1080,"Washington County, WI",Veterans Service,VA Health Care Assistance,Assist veterans with applications for VA Health Care to access medical care and services.,0,0
1081,"Washington County, WI",Veterans Service,VA Pension Assistance,Assist wartime  veterans or their widow's in applying for this needs based program. *Must be accredited by VA to provide this service,0,0
1082,"Washington County, WI",Veterans Service,WI GI Bill Assistance,Assist eligible veterans and dependents in submitting applications for this UW tuition remission program,0,0
1083,"Washington County, WI",Veterans Service,Wisconsin Property Tax Program,Assist eligible veterans or widow in submitting for this property tax remission program provide through the WI Department of Revenue,0,0
1084,"Washington County, WI",Veterans Service,Wisconsin State Park Pass,Verify eligibility for the WI DNR Park Pass program for disabled veterans,0,0
1085,"Washington County, WI",Veterans Service,Veteran Drivers License Designation Assistance,"Assist eligible veterans in submitting request to WI DMV to have ""Veteran"" added to their drivers license",0,0
36,"West Plains, MO",Police,Honor Guard Program,"Perform ceremonial events that require the United States flag as well as funerals, services, and City Events.",0,0
204,"West Plains, MO",Administration,Records Requests,Receive and process requests to inspect records in accordance with the Inspection of Public Records Act and organization's policy,0,0
206,"West Plains, MO",Administration,Archives,"Identifying, preserving, and making available records of enduring value",0,0
238,"West Plains, MO",Transportation,Cemetery Operations,"Maintain cemetery turf and infrastructure. Process requests to access sites, sale of plots and services. Open and close sites and provide access to columbarium areas. Manage cemetery expansion through the Cemetery Master Plan. Maintain records. Manage and operate in accordance with the Cemetery Bylaw and Cemeteries Act.",0,0
