id,org,dept,name,description,Mandate,bin
584,"Branson, MO",Planning & Development,Performance Measurements,Provides leadership and organization for City''''s performance measurements,1,0
752,UnifiedGov,Finance Department,Performance Metrics,Oversee departmental submission of performance indicator data and provide analysis to management.,1,0
1019,East Lansing,Parking,Performance Reporting and Analytics,"Bi-annual counts, revenues, budget #s, predictions, expenditures, misc request for data",0,0
2298,Littleton,Admin Services,Performance/License Bond Administration,"Receipt, logging and disbursement of performance bonds and license bonds on behalf of all departments. Retention and filing of bonds in secure location. Providing research on currently held or previously held bonds.",1,0
141,Longmont,Community Services,Permanent Exhibition,This exhibition interprets local and regional history for youth and adults through interactive and static displays of historical objects.,1,0
337,"Boise, ID",Planning and Development Svcs,Permanent Housing Loans,"Provides land acquisition, construction permanent fiancing and/or rehabilitation loans to qualified developers for the creation and/or preservation of diverse single-family and multifamily housing throughout Boise. Low-interest loan payments are used to issue new loans.",0,0
338,"Boise, ID",Planning and Development Svcs,Permanent Housing Loans,"Provides land acquisition, construction permanent fiancing and/or rehabilitation loans to qualified developers for the creation and/or preservation of diverse single-family and multifamily housing throughout Boise. Low-interest loan payments are used to issue new loans.",0,0
931,"Riverside, CA",City Manager,Permanent Supportive Housing Program,"Services and operations for chronic and disabled permanent supportive housing units to provide housing to homeless individuals with high barriers and case management to help clients achieve housing stability, increase their income and achieve self-sufficiency.",0,0
6859,Littleton,Community Services,Permit Center - Rapid Review,"Reviews, processes and issues permits for small scale projects at specific times during the week.",1,0
419,Duluth,Parks,Permit-Building Reservations,"Manage all public use reservations for 5 Parks buildings including Washington Center, Portman, Morgan Park, LaFayette & City Center West. Refer public to partners for rental of 8 other facilities that the City provides varying levels of maintenance on: Bayfront Family Center, Central Hillside Center, Heritage Center, Park Point Beach House, Grant Rec., Chester Bowl Chalet, Woodland Community Center, Harrison Community Center.",1,0
1049,Ferndale,Parking,Permitted Parking Services,"Issues parking permits for all surface parking lots, in addition to issuing residential, construction maintenance and temporary closure parking permits for use of parking spaces downtown and in surrounding areas",0,0
420,Duluth,Parks,Permit-Wedding & Private Event,"Manage all aspects of reservations and permits for weddings and private events within Park space including pavilion rental for family reunions, birthday parties and wedding ceremonies and receptions.",0,0
640,"Canton, MI",757 - Summit Community Center,Personal Fitness and Wellness Services,"Personal Training, Health Coaches and other Specialized one-on-one coaching by certified contract fitness professionals. (scheduling, registration, marketing)",0,0
2173,"Washington County, WI",Clerk of Courts,Personnel,"Employee interactions including recruitment, hiring, coaching, discipline, and job evaluations; training and CLEs",0,0
153,"Boise, ID",Human Resources,Personnel Admin,"Maintains data and configuration in the HRIS systems, processes all personnel actions and the associatedÂ document retention in complaince with regulations and laws.",0,0
349,Duluth,Library,Personnel Management,"Hiring, performance reviews, timesheets, scheduling, staff supervision and coaching",1,0
294,"Branson, MO",Fire,Personnel Training Compliance,Fire & rescue certification & continuing education. Training for hazardous materials. Recruit firefighter training.,1,0
2722,Jefferson,Central Services,Pest Control,Monthly pest control at sheriffs department and courthouse and MIS facilities.,0,0
3485,Littleton,Public Works,Pest Control,FM performs pest control task and administers contractual or piece work in the field as needed.,1,0
279,Wetaskiwin,Municipal Services,Pest Control,Pest control preventative maintenance,1,0
1930,Jefferson,UW-Extension,Pesticide Applicator Certification,Provides training and materials for commercial operator compliance with DATCP/EPA laws that protect humans and the environment.,0,0
967,"Washington County, WI",Samaritan,Pet and Music Therapy,"Music and Memory program, Weekly large group entertainment at facility, Pet visits provided on a weekly basis by volunteers.",1,0
246,"Boise, ID",Office of the Mayor,Philanthropic Coordination,"Envisions, designs and coordinates large and smale scale philanthropic endeavors for citywide facilities, projects and initiatives",0,0
2475,Littleton,Library,Phone Calls,Answer and transfer patron phone calls to appropriate service desk or staff member.,1,0
1017,Longmont,Shared Services,Phone System,"This service involves purchasing, configuring and deploying enduser desktop phones as well as regular system maintenance, end user troubleshooting along with vendor coordination and system enhancements.  This service includes support for call center phones and software.",1,0
1130,Ferndale,IT,Phone system administration,"Configuration and maintenance for the cityâ€™s phone system and phone infrastructure. This program includes all software licensing for the City's 3cx VoIP system, handset replacement program, and support.",0,0
398,"Canton, MI",228 - Information Technology,Phone System Support,Support and maintenance of phone system,0,0
177,"West Plains, MO",Planning,Phone System Support,Support and maintenance of phone system,0,0
1989,"St Albert, AB",Emergency Services: Policing Services,Photo Enforcement,Photo Enforcement provides enforcement of speeding and red light offences through the use of automated enforcement technology (ATE).,0,0
686,East Lansing,Administrative Services,Photography,Providing photography services to all City departments,0,0
805,"Riverside, CA",City Manager,Photography,"Still photography to support all communications used in social media campaigns, news releases, website, department marketing, documentation and more.",0,0
19,Roswell,10 - Administration,Photography,"Taking photos, Editing, Photoshop, Set-up, Meetings, Archiving, Scheduling",0,0
2321,"Addison, TX",Marketing,Photography and Video Management,"We either take photos or manage photographers/videographers for events, council photos, department heads, etc.",0,0
53,"Branson, MO",Administration,Photography Catalog,"Keep the catalog of quality photography for the City of Branson. Users include local and regional media, community organizations, City of Branson Departments. Includes taking pictures at city events and projects.",1,0
363,"Eugene, OR",LRCS,Physical and Virtual Resources,"Creates full access by selecting, preparing, and making available to the public physical and digital materials that are accurate, responsive to community demand, and have inclusive representation. ",0,0
827,"Riverside, CA",Fire,Physical fitness program,Purchase and maintain physical fitness equipment at fire stations,0,0
887,Tulsa,Fire,Physical Fitness Staff,"Assess the fitness of the department's members, test incumbent candidates, provide annuall testing per policy, and provide SCBA Face Piece testing",0,0
887,Tulsa Test Liz,Fire,Physical Fitness Staff,"Assess the fitness of the department's members, test incumbent candidates, provide annuall testing per policy, and provide SCBA Face Piece testing",0,0
185,"Boise, ID",Information Technology,Physical Security / Surveillance Systems Admin & Support,"Management and support of technology related to video monitoring, and physical priviledged access control.",0,0
3617,"Branson, MO",Human Resources,Physical Security Management,"Work with departments to ensure awareness of, and assist in, taking necessary actions to provide a physically safe environment for employees to work",1,0
170,"West Plains, MO",Planning,Physical Security Management,"Development, enforcement, and communication of security policies",0,0
736,"Branson, MO",Parks and Recreation,Pickleball,"Registrations, Coordination of program and facility.",0,0
4738,San Juan County,GEOGRAPHIC INFORMATION SYSTEMS,Pictometry,Coordinate Pictometry Imagery acquisitions with local participating agencies as well as maintain the Connect Explore Pictometry web viewer.,0,0
224,"Branson, MO",Engineering,Pictometry (Oblique & Aerial Photography),"Use of aerial images for integration into GIS software applications to include area, distance, height, elevation, pitch and bearing for planning and development purposes.",0,0
267,"Boise, ID",Parks and Recreation,Pioneer Day Shelter,Shelter available for families with young children during extreme weather conditions.,0,0
2246,Littleton,Community Services,Planner on Call,"Answer phone call and walk-in inquiries from the general public, citizens, and developers, providing timely and accurate service both in person and virtually.",1,0
1891,Flagstaff,"11-Parks, Recreation and Open Space",Planning,"Collaborate with partners for research, planning, and execution of best open space management strategies. Review properties for acquisition, complete access studies, review equitable access, work with FUTS and Parks and Recreation to create better connectivity and access, work with internal City task force, develop trail plans, identify funding opportunities, update guiding documents, maintain communication with adjacent landowners, engage the community to obtain feedback.",0,0
783,"Washington County, WI",Planning and Parks,Planning & Parks Customer Inquiries and Assistance,Assist customers at the counter to provide helpful information to the public regarding Planning and Parks Department programs.,1,0
799,"Washington County, WI",Planning and Parks,Planning & Parks Website Updates,"Provide current, informative updates to the Department website. This includes creation of new web pages as needed.",1,0
24,UnifiedGov,Police Department,Planning & Research,Supports efforts to remain accredited through CALEA; funding for promotional testing,1,0
415,"Beaumont, AB",Planning & Development,Planning Advisory,"Provide planning advice on long range planning and land use matters through requests made by other City Administration (Departments/Divisions), citizens, customers, consultants, engineers, surveyors, community groups, or other government agencies through mail, phone, email, and/or in person tothe department.",1,0
2056,"St Albert, AB",Planning and Development,Planning and Development Related Customer Inquiries,Respond to inquiries relating to planning and development,0,0
1046,East Lansing,"Parks, Rec and Facilities",Planning and Grants Administration,Write and administer assorted grants; conduct long-range planning including 5-Yr Park Plan,0,0
1082,Gaston County,Emergency Management,"Planning, Representation, Readiness",ADD,1,0
410,Duluth,Parks,Planning-Parks,"All steps in planning for park spaces to include neighborhood parks, natural areas, destination parks, amenities, and community club facilities. Development and implementation of mini-master plans, implementation of long-range Parks Plan (to be redone beginning in 2020). Collaborate with both internal City divisions and external user groups and stakeholders.",1,0
411,Duluth,Parks,Planning-Trails,"Mini-master plan development, construction and project oversight on projects like Duluth Traverse, Western Waterfront Trail, and Cross-City Trail. Collaborate with both internal City divisions and external user groups and stakeholders.",0,0
1205,"Columbia, SC",Lake Murray Water Plant,Plant - Instrument & Control Maintenance,Maintenance/repair of plant instrument and control systems.,0,0
1208,"Columbia, SC",Lake Murray Water Plant,Plant - Treatment Facility Operations,Operation of water treatment controls and instrumentation to ensure safe production of high quality water.,0,0
1193,"Columbia, SC",Lake Murray Water Plant,Plant Assets,"Administer, manage, monitor,  recommend, document and oversee treatment plant asset management.",0,0
1203,"Columbia, SC",Lake Murray Water Plant,Plant Production - Pumping Maintenance,Maintenance/repair of high service and raw water pumping systems.,0,0
1204,"Columbia, SC",Lake Murray Water Plant,Plant -Treatment Equipment Maintenance,"Maintenance/repair of non I&C equipment such as valves, meters, chemical feed/storage equipment, pneumatic/hydraulic devices.",0,0
342,"Beaumont, AB",Infrastructure,Planters and Shrub Beds,"Species selection, installation, watering and weeding of planter boxes and shrub beds throughout the City ",0,0
2020,Jefferson,County Treasurer,Plat books,Buy and resell Plat Books on behalf of the Jefferson County Farm Bureau.,0,0
1567,Tulsa,Information Technology,Platform Services,"Provides maintenance and support of all City servers, virtual environments, databases, database infrastructure, storage and datacenters.",0,0
1567,Tulsa Test Liz,Information Technology,Platform Services,"Provides maintenance and support of all City servers, virtual environments, databases, database infrastructure, storage and datacenters.",0,0
285,"Boise, ID",Parks and Recreation,Playcamps,Provides all day child care for kids 1st - 6th grade during the summer.,0,0
404,Wetaskiwin,Community & Protective Services,Playground Maintenance and Inspections,Complete monthly and annual inspections of all city playgrounds and complete repairs.,1,0
454,"Branson, MO",Parks and Recreation,Playground Repair,Repair of playground equipment at City Parks,1,0
184,Roswell,"60 - Recreation, Parks, Historic and Cultural Affairs",Playgrounds Maintenance,"Safety inspections, staff certification, shade structures, outdoor exercise equipment. Includes repairs and mulch replacement.  Routine inspections through Hiperweb and maintenance.",0,0
177,Duluth,Construction Services,Plumbing Plan Review,"Building, structure, & energy code plan review. State project plan review (building, energy and mechanical). Mechanical plan review. Plumbing plan review. Electrical plan review. UDC plan review (routine zoning review, accessory home share, floodplain, fences)",1,0
6868,Littleton,Library,Polar Express Winter Event,Annual family friendly wintertime event held twice during the holiday season.,1,0
1173,East Lansing,Police,Police Academy Coordinator,This program accounts for the part time assignment of a police supervisor to the Mid-Michigan Police Academy when in session. The Police Academy Coordinator serves as a mentor and trainer to recruits within the academy.,0,0
109,"Canton, MI",301 - Police,Police Academy Sponsorship Program,Public Safety Aide program allows for part-time employment as a training tool for sponsorship to the Police Academy.,0,0
1164,East Lansing,Police,Police Administration,"Provide management, guidance and oversight of Police employees.  Manage and oversee the Police Budget (payroll, accounts payable, statistics, calendars, employee purchase program).  Establish goals and objectives based on City of East Lansing Strategic Priorities.",0,0
917,Flagstaff,04-Police,Police Aide,"Support of uniform patrol through handling of non -emergent public safety calls and tasks.Â Strategic planning, supervision and policy development",0,0
1214,East Lansing,Police,Police Athletic League,"Provide and implement program to create positive interactions with Police Officers and youth.  Officers organize and implement basketball, dodgeball and bowling.",0,0
1859,UnifiedGov,Police Department,Police Athletic League (PAL),"Provides mentorship, civic/service, athletic, recreational, enrichment, and educational opportunities to children and teens within our community, after school and throughout the summer, in effort to aid in the prevention of juvenile crime and violence and promote positive police involvement within the community.",1,0
1191,East Lansing,Police,Police Auction,Process vehicles and other equipment for auction.,0,0
859,"Columbia, SC",Police Department,Police Auctions,Auction of all found and unclaimed public personal property dispositioned for disposal that has gone unclaimed,0,0
1189,"Monroe, OH",POLICE,Police Auxiliary,"The Police Auxiliary is a citizen based unit from the Police Department that performs support functions for the Police Department as 
well as Community events. The members of this unit are graduates of the Citizens Police Academy. The functions provided can range
from traffic and security details for the Police Department to assisting with events such as Safety Town and civilian fingerprinting.",0,0
1234,Tulsa,Police,Police Cell Phone and MiFi Program,Provide and maintain Cell Phone and Mifi Devices to facilitate mobile communication for police employees,0,0
1234,Tulsa Test Liz,Police,Police Cell Phone and MiFi Program,Provide and maintain Cell Phone and Mifi Devices to facilitate mobile communication for police employees,0,0
10,UnifiedGov,Police Department,Police Communications,Dispatch center; receives incoming emergency calls and dispatches appropriate/available personnel in a timely manner,1,0
891,"West Plains, MO",Police,Police Community Advisory Committee,"The Police Community Advisory Committee has been created to function as a resource for the City of West Plains and the West Plains Police Department to assist in the formation of strategies, development of community policing concepts, increasing public awareness, furthering engagement and transparency efforts, and help to identify best practices. The Committee is intended to supply a forum for discussions concerning community issues and the goal is to have a broad spectrum of viewpoints represented. ",0,0
2028,Meridian,Police,Police Community Impact Team,"Investigates crimes such as drug offenses, burglary, grand thefts and burglaries.",0,0
617,"Canton, MI",301 - Police,Police Community Outreach and Engagement,"Maintaining a close working relationship within the community to include neighborhood and business watch programs, safety presentations, crime resolutions, and other special events utilizing the Community Engagement Team and Community Relations Officer.",0,0
1198,East Lansing,Police,Police Desk Services,"Provide 24/7 customer service at the Police Desk to include answering phones (including primary contact for city government after hours), City Hall security, Library security, 2-5 AM parking permits, fingerprints, preliminary beath tests, impound processing, lost and found, bicycle registrations and minor police reports.  Program is used as a recruiting tool for potential future Police Officers.",0,0
407,Roswell,70 - Police,Police Dissemination Public Information (PIO),Provides necessary information to the community as it relates to current events within the department. Responsible for holding press conferences and releases; works closely with neighboring agencies; monitors department social media.,0,0
1236,Tulsa,Police,Police E-citations,"Program provides the hardware, materials, software and subscription costs for the electronic citation program for the police department.",0,0
1236,Tulsa Test Liz,Police,Police E-citations,"Program provides the hardware, materials, software and subscription costs for the electronic citation program for the police department.",0,0
29,"West Plains, MO",Police,Police Explorer Program,Teach individuals how to become a police officer  including necessary certification skills for commission by working with the youth of the community.,0,0
119,UnifiedGov,Police Department,Police Facility Maintenance,Funds building improvement endeavors and maintenance needs,0,0
218,Roswell,70 - Police,Police Fleet Maintenance,"Local vehicle maintenance, vehicle transports, equipment ordering, vehicle inspections, assemble and disassemble equipment on vehicles, certain repairs as needed.",0,0
928,Flagstaff,04-Police,Police Internal Affairs,Internal unit assigned to investigate standard operating procedure violations,0,0
495,Longmont,Public Safety,Police Patrol - Report Taker Unit,"The Report Taker Unit handles the initial investigation and documentation of non-emergency, non-immediate, crime related incidents as reported by citizens in person, over the phone or via the mail; clears cases through warnings; greets and assists visitors to the department; answers all of the police general, non-emergency, phone lines; provides general information to the public regarding laws, ordinances, department policies, procedures & regulations; tracks court notices for police personnel; processes mail and package deliveries; processes and schedules citizen ride-alongs; and processes welfare assistance to indigent residents.",1,0
977,"Columbia, SC",Police Department,Police Public Information,Coordination point for all media contacts in all matters that deal with the entire Police Department,0,0
656,Duluth,Information Technology,Police Records Management System Implementation and Support,"This program encompasses all aspects of the implementation and support necessary for a new in house hosted Police Records Management System that will meet the needs of Duluth PD, as well as several regional partner agencies within St. Louis County.",1,0
915,Flagstaff,04-Police,Police Recruiting and Hiring,"Recruit cadets, laterals, along with associated background and housing costs.Â Strategic planning, supervision and policy development",0,0
609,Duluth,Auditor,Police Related Collection Services,"Following up on delinquent police related charges (false alarm fees,  police extra duty,  excess use fees).",1,0
995,"Columbia, SC",Police Department,Police Technology,Manages all of the Department's technical equipment and devices Records Management System (RMS) and cameras (in car and body cameras),0,0
117,UnifiedGov,Police Department,Police Telecommunications,Provides necessary and essential telecommunication services department-wide,1,0
34,UnifiedGov,Police Department,Police Teleserve Program,Provides availability for police reports to be taken on a walk-in and over-the-phone basis,1,0
172,UnifiedGov,Police Department,Police Vehicle Maintenance,Funds insurance policies for police vehicles,1,0
1117,Flagstaff,04-Police,Police Volunteers,"Manage group of volunteers forSpecial Events, Training's, and assisting Criminal Investigations, Records, and Evidence.",0,0
1243,"Riverside, CA",City Manager,Policies and programs development,"Development of sustainability policies and programs, and their implementation",0,0
912,"Riverside, CA",Mayor,Policy Analysis,"Prepare the Mayor for her charter prescribed roles as presiding officer and her primary responsibility for interpreting and communicating the policy needs of the city, provide letters of support for regional, state, and federal policy efforts, and participate in advocacy for core policy priorities to facilitate shift towards a more sustainable future.",0,0
1274,Meridian,Legal,Policy and Compliance Management,"Compliance and Policy Management/development, review/draft city ordinances and state codes. Ensure purchases comply with Federal, State and Local Procurement Laws.",0,0
1253,"Riverside, CA",City Manager,Policy Development,"Develop internal and external policies for programs, projects and other City functions",0,0
212,"Washington County, WI",County Attorney,Policy Development/Implementation/Training,"Identify needed policies and draft policy/procedure upon request for County Board, Committees and Departments",1,0
1352,"Lees Summit, MO",Administration,Policy Research and Development,"Research, analyze, develop, and draft resolutions and ordinances.  This program includes the research and development of internal/ organizational policies and the research and development of city ordinances. 
Examples of topics related to ordinance and policy research and development include the Use Tax, rental housing programs, and affordable housing programs.",1,0
582,"Eugene, OR",CS,Policy Research and Innovation,Policy research and program development for new intitiatives in response to council direction and communition need. Also includes research partnerships such as Real World Eugene (UO and COE).  ,1,0
689,"Pittsburgh, PA",MAYOR'S OFFICE,Policy Team,"The policy team manages all mayoral policy initiatives, develops relationships across City Departments, and drafts letters of support for various organizations and advocacy issues, all to carry out the vision of the Mayor.",0,0
285,Longmont,Finance,Pool Cars,"This program includes the costs to provide pool vehicles which are used for City business primarily by Civic Center and DSC employees, but are available as well to other services without access to assigned city vehicles.",0,0
946,Flagstaff,06-Public Works,Pool Vehicle Management,"Purchasing, scheduling, cleaning and general maintenance of pool fleet",0,0
980,East Lansing,Library Services,Pop-up Mobile Library,Mobile library services for all ages,0,0
142,Longmont,Community Services,Portal Gallery Exhibitions,Feature local and regional contemporary artists or content directly connected to the current temporary exhibition.,1,0
318,Marathon,UW-Extension,Positive Youth Development,"Provide experiential educational programs in Ag & STEM, Civic Engagement and Art for youth in grades K-13 through collaborations with School Districts, United Way, and other community organizations.",0,0
616,"Green Bay, WI",30 -  POLICE,POST Team (Police Officer Support Team),"Support of officers confidentially, debriefs of critical incidents, respond when needed for critical incidents. ",0,0
4150,Littleton,Clerk and Court,Postage,Postage for entire city.,1,0
981,"Riverside, CA",Police,Post-Release Accountability and Compliance Team (PACT),Task force created to supervise specified lower level inmates and parolees in response to Assembly Bill 109 which resulted in the state releasing prisoners from state prisons.,0,0
1640,Jefferson,Human Services,Post-Reunification Support,Enhanced services and supports to those families who are most at risk of experiencing a re-entry into out-of-home care,0,0
1024,Flagstaff,06-Public Works,Pot Hole Repairs,Repair potholes on all paved roads,0,0
521,Duluth,Public Works and Utilities,Pothole Patching,Asphalt and Concrete,1,0
1035,Rowlett,Public Works,Pothole Patching,"Asphalt crew makes temporary pothole patches on streets, alleys, city-owned driveways and city-owned parking lots.",1,0
1202,"Riverside, CA",RPU - Electric,"Power Supply Contract Negotiation, Development, and Administration","Negotiation, development and administration of all long-term Power Purchase Agreements (PPAs), Power Supply contracts and related tariff obligations.  Enforcement of all contractual terms and conditions including liquidated damages; interact with City Legal on a regular basis.  Review and approve all energy transaction agreements, towards the ultimate goal of optimizing all Power Supply contracts/agreements to the benefit of Riverside rate-payers.",0,0
1170,"Riverside, CA",RPU - Administration,Power Supply Support,Reconcile power supply revenues and expenses; Cap and Trade recording; process miscellaneous receipts and journal entries related to power supply transactions.,0,0
325,Duluth,Library,PR and Marketing,"Website, social media, public relations, marketing",1,0
972,"West Plains, MO",Human Resources,Pre and Post-Offer Employment Screening,"Conduct pre-employment or post-offer background checks, drug testing, medical and psychological evaluations, driver's license history checks, credit checks, I-9 verifications and finalize post offer employment process.  ",0,0
1374,"Lethbridge, AB",Planning & Design,Pre Construction Consultations,Meet with members of the public and professionals to pre examine drawings,1,0
6858,Littleton,Community Services,Pre-Application Meetings,"Schedule, facilitate pre-application meetings both in person and virtually. Research and Interpret all controlling documents (underlying zoning, plats, existing site plans, other approvals). Prepare and coordinate pre-application meeting notes and upload documents to project tracking software.",1,0
1969,Marathon,District Attorney,Pre-Charge Diversion,Review all referred cases for appropriateness of the diversion program. Provide Case Manage to all in-county and out-of-county defendants not referred to the non-profit case management agency. Manage referrals to the program and monitor compliance to all conditions of the agreement.  Oversight of service providers to ensure program integrity. Keep all data sheets up-to-date and regularly analyze data to monitor program measures.,1,0
1280,"Monroe, OH",MAYOR'S COURT,Pre-Court Support,Monitor pending caseload and maintain court calendar. Schedule and communicate court dates to law enforcement officers and dispatchers. Maintain and monitor court trial schedule.,0,0
435,Duluth,Planning and Development,Pre-Development Coordination and Analysis,Site identification & prep. Development process. Development pro forma analysis.,1,0
818,"Columbia, SC",Development Center,Pre-development Meetings,Coordinate with developers and City review staff pre-development meetings to discuss upcoming projects,0,0
1528,Jefferson,Health,Prenatal Care Coordination (PNCC),"Public Health nurses provide home visits to offer additional support for pregnant women who are at risk. They offer education and support, connect moms & families to resources. Billing is submitted to BadgerCare for Medicaid eligible client visits.",0,0
687,Flagstaff,01-015 General Administration City Attorney Division,Pre-Rule 11 Diversion,"Collaborate with Jail, MH providers, Public Defender to reduce jail days and recidivism",0,0
319,Longmont,Judicial Department,Pre-sentence investigations and Direct Sentence to Probation Intakes,"Pre-Sentence Investigations are comprehensive investigative reports that the Court orders for informed sentencing.  Several domains are researched including criminal history, substance use/abuse, risks and needs status, and mental health diagnosis and treatment history.  Direct Sentence to Probation Intakes are conducted after sentencing has taken place to determine the appropriate case management course of action.",1,0
2046,Jefferson,Veterans Service,Presidential Memorial Certificates,Apply for Presidential Memorial Certificates for the families of deceased veterans.,0,0
1077,"Washington County, WI",Veterans Service,Presidential Memorial Certificates,Apply for Presidential Memorial Certificates for families of deceased veterans.,1,0
1871,Jefferson,Sheriff,Preventative Patrol,Attempt to eliminate opportunity for misconduct through police presence in areas of expected crime,0,0
511,"Washington County, WI",Highway,Preventive Maintenance -  Heavy Equipment,"All OEM required maintenance (from new until sold) - 100 hour service and 4,000 hour service.",1,0
919,"Strathcona County, AB",Corporate Services,Print and Bindery Services,"The program supports the services of a commercial grade print shop that provides high volume copying and bindery services. This includes printing public communication brochures, forms and posters. The creation of manuals, training materials and corporate forms is completed through the print shop. The service provides ""just in time"" printed materials that are often required to support departments in the creation of materials necessary to support their operations or events.",1,0
918,"Strathcona County, AB",Corporate Services,Print Management Program,"The program manages the printer and photocopier fleet for the corporation. Through a contracted service, the entire fleet of copiers and printers are placed in each department based on the assessment of their printing requirement, are then serviced and repaired under a service level agreement with a contracted service. All departments are billed back for the program costs based on their printing and machine requirements.",1,0
687,East Lansing,Administrative Services,Print Publications,"Production of newsletters, annual reports and other print publications by request",0,0
2440,Littleton,Admin Services,"Print, Copy, Scan, and Fax Function",Maintain privileged access to Copiers and Scan to network function throughout the City,1,0
78,Marathon,Library,Print/Copy/Fax Services,"Computer printers, copy and fax machines available to public for nominal charge.",1,0
1196,Meridian,Finance,Print/Mail Services,"BDS contracted services; print and mail monthly bills, delinquent notices and applicable inserts.",0,0
361,"Branson, MO",Information Technology,Printer Administration and Support,"Provide configuration, support, and maintenance for all print devices. This includes printer configuration, driver installation and updates, troubleshooting when required to maintain printing operation for printers located throughout City offices",1,0
693,"Washington County, WI",Information Technology,Printer Management,Management of printer hardware and connectively.,0,0
1663,Jefferson,Information Technology,Printer Management of  printer,hardware and connectively,0,0
137,Duluth,City Clerk's Office,Printing and Copying Center,Manage the City Mail Room and Copy Center,1,0
245,"Washington County, WI",County Clerk,Printing and Copying Services,"Provide printing services through in-house printing, binding, collating, stapling, numbering, copying, padding, when more cost effective than outsourcing. Coordinate outsourced printing services for all departments, pay invoices, charge departments, review jobs, request quotes, inspect jobs for accuracy",0,0
1274,"Riverside, CA",General Services,Printing and Inserting,"Provide printing services through in-house printing, binding, collating, stapling, numbering, copying, padding, Inserting of RPU Utility Billing, Late Notices, Business Tax Notices, Agenda packets, and Payroll documents",0,0
982,East Lansing,Library Services,"Printing, copying and scanning services","Provide equipment and staff expertise to allow for easy printing, copying and scanning",0,0
784,East Lansing,Executive,Priority Based Budget Development Implementation and Reporting,"Develop, implement and report on the priority based budget program",0,0
310,"Green Bay, WI",10 -  ADMINISTRATIVE SERVICES,Priority Based Budget Management,"Develop, implement, and report on priority based budgeting efforts",0,0
84,"Boise, ID",Finance and Administration,Priority Based Budgeting,"Priority based budgeting is a recommended best practice that provides data to inform financial resourcing decisions. This program includes the annual maintenance of the allocations, data and the integration into the Budget Development process.",0,0
1250,"Riverside, CA",City Manager,Priority Based Budgeting,"Citywide program to align budgetary resources with the Mayor and City Council's strategic priorities. Work with departments to develop an inventory of City programs and services, identify the costs and resources associated with programs; score programs based on Mayor and City Council priorities and basic program attributes; and developing program insights on how to utilize resources efficiently and effectively to achieve strategic priorities.",0,0
2312,Littleton,Admin Services,Priority Based Budgeting Implementation,"Management of priority based budgeting implementation. Completion of required costing data. Assist departments with completion of their forms, creating programs, costing and scoring. Assist Council with goals and objectives for scoring process. Compilation of data to present to leadership team and to Council. Schedule meetings with ResourceX during implementation. Facilitate meetings between ResourceX, staff and Council.",1,0
62,Duluth,Budget Office,Priority Based Budgeting Management,"Prepare, update, and analyze our city's priority based budget",1,0
647,"Canton, MI",346 - Emergency Services,Priority Medical Dispatch System,EMS dispatch software program providing call-takers with pertinent medical direction when answering calls and dispatch to medical emergencies. ,0,0
738,East Lansing,Executive,Priority Project Intervention,Recognizes the urgency of a necessary program that would impact the community and acts quickly to get it initiated.,0,0
2043,"St Albert, AB",Legal and Legislative Services,Privacy Advice,"Provision of guidance and advice to internal departments regarding the legislated privacy requirements and best practice, including the drafting of Privacy Impact Assessments, and Information Sharing Agreements as needed.",0,0
232,Longmont,External Services,Private Airport Development,"This function provides service for private development such as hangar construction; aircraft painting and cleaning facilities; self-service fueling stations; hangar improvements or additions; non-city utility installation and upgrades; construction of ramps and taxi lanes. The primary responsibility for this function is plan review, DRC meetings, tenant coordination, construction coordination, airport closures, building and construction compliance.",1,0
1404,Tulsa,Development Services,Private Infrastructure Plan Review and Permitting (WSD and Earth Change),"Supports planned growth / development of private infrastructure related to major project realization, franchise utility permitting, commercial and residential sites, system development charge assessment,  and permit fee determination.",0,0
1404,Tulsa Test Liz,Development Services,Private Infrastructure Plan Review and Permitting (WSD and Earth Change),"Supports planned growth / development of private infrastructure related to major project realization, franchise utility permitting, commercial and residential sites, system development charge assessment,  and permit fee determination.",0,0
579,"Washington County, WI",Human Services,Private Insurance Claims Administration,Private Insurance claims billing for clinic.,1,0
1492,Tulsa,Water and Sewer,Private Service Line Defect Abatement Program,Provide support to low income citizens to repair or replace private sewer lines.,0,0
1492,Tulsa Test Liz,Water and Sewer,Private Service Line Defect Abatement Program,Provide support to low income citizens to repair or replace private sewer lines.,0,0
662,Longmont,Public Works and Natural Resources,Private Special Events,"Review and comment on special event permits for events not sponsored by the City. Work with applicant to review and approve design of required traffic control plans and inspect privately supplied and installed traffic control. Program planning, registration, facility reservations, customer service, collect fees, rule development and enforcement, employee hiring, training and supervision, procurement, safety, program and office supplies, insurance, etc.",0,0
233,Longmont,External Services,Private Special Events - Airport,These are private special events that require a UOPP permit. The skydiving SWOOP event is where skydivers from across the world gather at the Airport to participate in a competition for money demonstrating their parachute canopy skills at low level and across a body of water. The Food Truck Program is where various mobile food vendors show up at the Airport on Saturday eveningâ€™s to provide food to the general public which attracts visitors to the Airport. This program only takes place during the summer months and occur infrequently.,0,0
191,Longmont,Community Services,Private Special Events - CS,"Outside Agencies -Downtown Concert Series  - Fund by LDDA but organized and staffed by Recreation.                                                                                                                                  Administration - Program planning, registration, facility reservations, customer service, collect fees, rule development and enforcement, employee hiring, training and supervision, procurement, safety, program and office supplies, insurance, etc.",1,0
